PODIUM_PROB_THRESHOLD,차량수,평균피트횟수,평균조기피트횟수,조기피트발생차량비율,평균누적보상
0.5,36,8.583333333333334,2.6666666666666665,0.6111111111111112,-0.4666263
0.6,36,8.416666666666666,1.9444444444444444,0.5,-0.4581753
0.7,36,8.277777777777779,1.0277777777777777,0.3611111111111111,-0.4488351
0.8,36,8.166666666666666,0.3611111111111111,0.2777777777777778,-0.44127864
